survey_type,province,city,county,gender,nationality,religion,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_yr,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,birth_s,income_cut,happiness
1,9,21,43,2,1,1,4,2.0,1987.0,10000,1,200.0,0,1,1,0,0,0,0,0,0,157,120,4,4,4,1,1.0,1,1,2,5,1,1,1,5,2,5,5,4,4,5,5,5,5,3,3,1,1.0,2.0,1,3,4,3,8,3,0.0,0.0,1,1,20000.0,2,3,1,2,1,0,0,0,0,0,1,3,1993.0,1970.0,1993.0,3.0,1.0,1.0,10000.0,2.0,0.0,0.0,1933,1,2,1941,1,1,2,3,2,4,2,4,3,4,4,5,-8,4,3,5,-8,-8,3,5,80,80,90,80,80.0,90,90,70,80,3,10,7,2,5,2,5
1,22,66,106,1,1,1,4,4.0,-2.0,40000,1,90.0,0,1,0,0,0,0,0,0,0,168,126,4,4,4,1,1.0,2,2,1,3,1,1,2,5,4,3,4,4,4,5,4,5,5,2,3,2,3.0,3.0,1,4,6,6,3,2,0.0,0.0,1,1,60000.0,3,3,1,2,1,0,0,0,0,0,0,3,1980.0,1960.0,1980.0,1.0,1.0,1.0,20000.0,4.0,0.0,0.0,-2,1,2,-2,1,1,2,2,2,4,2,5,4,4,4,4,-8,3,4,4,-8,-8,2,3,70,60,70,80,80.0,80,80,80,80,3,12,7,3,3,5,4
2,16,46,77,1,1,0,4,4.0,1989.0,100000,1,90.0,0,1,1,0,0,0,0,0,0,172,75,3,4,4,1,1.0,2,2,2,2,2,2,3,5,5,4,5,4,3,5,4,5,5,2,3,1,5.0,3.0,1,2,5,6,7,6,25.0,2.0,1,1,150000.0,3,4,1,1,1,0,0,0,0,0,1,3,1990.0,1974.0,1990.0,4.0,1.0,1.0,50000.0,1.0,3.0,1.0,-2,1,2,1935,1,1,2,1,1,3,2,4,3,3,3,4,4,3,4,3,4,4,2,4,80,80,80,80,80.0,80,80,80,80,3,20,7,5,5,5,4
2,5,10,26,1,1,1,4,4.0,1985.0,50000,1,260.0,0,1,0,0,0,0,0,0,0,175,180,5,5,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,4,3,1,1.0,1.0,1,4,4,3,5,3,0.0,0.0,1,2,50000.0,3,3,1,2,1,0,0,0,0,0,0,3,1993.0,1972.0,1993.0,3.0,1.0,1.0,-1.0,4.0,0.0,0.0,1936,1,2,-2,1,1,15,2,2,4,2,4,4,4,4,4,-8,3,3,3,-8,-8,3,4,60,60,60,60,60.0,60,60,60,60,3,9,8,2,4,5,4
1,24,70,110,1,1,0,4,4.0,1990.0,300000,1,280.0,0,1,1,0,0,0,0,0,0,166,130,5,5,4,1,2.0,1,1,1,2,5,5,3,5,2,4,2,4,2,5,3,4,4,5,4,1,6.0,2.0,3,4,10,10,10,9,20.0,2.0,1,1,300000.0,3,4,-2,1,0,1,0,0,0,0,0,3,1995.0,1972.0,1995.0,3.0,1.0,1.0,-1.0,1.0,7.0,2.0,-2,1,9,-2,1,1,2,2,2,2,2,5,3,3,3,5,5,5,3,3,3,3,3,2,70,70,70,70,70.0,70,70,70,70,3,8,8,2,5,5,5
1,4,7,21,1,1,1,4,4.0,1974.0,70000,1,90.0,0,0,0,0,0,0,0,1,0,159,110,5,5,4,2,2.0,4,2,4,5,4,1,1,5,2,2,5,4,1,3,3,4,2,3,4,2,1.0,1.0,1,4,5,3,5,4,35.0,1.0,1,1,700000.0,2,2,1,2,1,0,0,0,0,0,1,3,1985.0,1960.0,1985.0,4.0,1.0,2.0,0.0,6.0,0.0,0.0,-2,2,1,-2,1,1,15,3,1,4,2,2,2,-8,-8,4,3,3,2,3,3,3,1,5,80,60,80,70,70.0,70,60,80,80,3,14,9,4,3,5,4
2,9,21,43,2,1,1,3,3.0,-2.0,5000,1,50.0,0,1,0,0,0,0,0,0,0,155,135,2,3,3,1,1.0,1,1,1,3,1,1,2,5,3,5,5,3,5,5,5,5,5,2,3,1,2.0,6.0,1,3,1,1,2,1,0.0,0.0,1,1,5000.0,1,2,1,2,1,0,0,0,0,0,2,5,1992.0,1967.0,1992.0,6.0,1.0,1.0,-2.0,6.0,0.0,0.0,1934,1,2,1940,1,1,2,3,3,3,3,4,3,3,3,4,-8,3,-8,3,-8,4,3,5,70,70,70,80,60.0,70,80,70,70,3,12,7,3,3,2,2
1,18,51,84,2,1,0,3,4.0,1990.0,25000,1,100.0,0,0,1,0,0,0,0,0,0,165,100,4,4,5,2,1.0,1,1,1,4,2,2,1,4,3,2,5,4,4,2,2,5,2,1,3,2,8.0,8.0,1,4,4,3,7,2,10.0,2.0,1,1,70000.0,5,2,1,2,1,0,0,0,0,0,1,3,1999.0,1977.0,1999.0,4.0,1.0,2.0,60000.0,1.0,3.0,2.0,1955,3,2,1956,3,1,2,3,1,3,2,3,3,3,3,5,4,3,4,3,4,3,2,2,60,70,50,70,40.0,60,60,60,50,3,14,7,4,5,4,4
1,1,1,5,2,1,1,6,4.0,1956.0,40000,1,80.0,0,1,0,0,0,0,0,0,0,160,110,3,3,4,2,1.0,4,3,3,4,3,2,1,4,2,2,3,2,2,2,2,3,2,4,4,3,1.0,1.0,3,4,4,4,4,2,0.0,0.0,1,1,40000.0,1,3,1,2,1,0,0,0,0,0,1,7,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,3,1,-2,3,1,1,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,70,75,65,70,70.0,70,70,70,70,3,16,9,4,1,5,4
1,27,79,119,1,1,1,4,2.0,1988.0,25000,4,58.0,0,1,0,0,0,0,0,0,0,183,170,4,5,5,4,1.0,5,1,1,4,4,1,1,5,5,2,5,3,3,2,2,5,1,2,3,4,1.0,1.0,6,1,4,1,7,5,25.0,1.0,1,1,50000.0,3,2,1,2,1,0,0,0,0,0,0,3,2006.0,1974.0,2006.0,9.0,1.0,4.0,0.0,5.0,0.0,0.0,1944,4,1,1945,4,1,15,2,1,4,2,5,4,4,4,5,5,4,5,3,3,4,5,5,0,80,80,70,70.0,80,80,80,70,3,12,7,3,5,4,5
2,18,53,87,2,1,1,1,5.0,-2.0,10000,1,96.0,0,0,1,0,0,0,0,0,0,163,90,3,3,2,1,1.0,1,1,1,2,1,1,4,5,4,5,5,5,5,5,5,5,5,3,2,1,2.0,7.0,1,2,1,1,1,1,0.0,0.0,1,1,30000.0,2,2,1,2,1,0,0,0,0,0,1,3,1995.0,1965.0,1995.0,1.0,1.0,1.0,20000.0,1.0,4.0,1.0,1923,1,2,1927,1,1,2,3,3,4,-8,5,3,4,3,5,3,1,4,2,2,3,1,3,70,70,70,60,60.0,60,60,60,70,3,14,7,4,4,2,3
2,2,4,11,1,1,-8,6,4.0,2011.0,-1,1,200.0,0,0,0,0,1,0,0,0,0,175,100,3,5,4,1,2.0,1,1,1,3,3,1,3,5,4,4,5,4,4,4,4,5,3,2,2,2,7.0,5.0,1,3,3,1,4,2,1.0,1.0,1,1,30000.0,2,3,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,4,3,1967,1,1,2,2,2,2,-8,3,3,3,3,3,3,2,2,2,2,2,2,4,70,50,50,30,50.0,50,30,0,20,3,14,7,4,7,0,3
2,19,56,90,1,1,1,7,4.0,-2.0,100000,1,80.0,0,1,0,0,0,0,0,0,0,171,140,4,5,5,4,2.0,2,2,2,4,3,2,1,3,5,5,4,3,2,4,2,5,3,3,3,3,3.0,5.0,2,4,6,5,7,4,10.0,1.0,1,1,150000.0,3,3,1,1,1,0,0,0,0,0,0,3,2002.0,1979.0,2002.0,7.0,1.0,1.0,50000.0,1.0,3.0,1.0,-2,3,2,-2,1,1,2,2,1,4,2,3,3,3,3,4,3,2,4,3,3,3,1,3,80,70,80,70,80.0,75,85,65,70,3,19,7,5,5,5,4
1,12,32,56,2,1,1,6,4.0,1972.0,40000,1,103.0,0,1,0,0,0,0,0,0,0,155,108,3,3,3,5,2.0,3,2,2,4,1,1,1,5,1,1,4,4,3,1,1,5,5,2,4,3,5.0,4.0,3,4,4,3,7,2,0.0,0.0,2,2,80000.0,2,3,1,2,1,0,0,0,0,0,0,3,1978.0,1953.0,1978.0,6.0,1.0,5.0,40000.0,5.0,0.0,0.0,1912,1,9,1914,1,1,-8,2,2,4,3,4,4,-8,-8,4,4,3,4,3,4,4,2,3,100,70,60,80,60.0,80,80,60,80,3,16,8,4,3,5,4
1,31,87,131,1,1,1,4,4.0,-2.0,50000,1,80.0,0,1,0,0,0,0,0,0,0,175,150,4,5,4,2,1.0,1,1,1,4,4,1,1,5,5,5,5,4,4,5,5,5,2,2,3,1,7.0,5.0,1,2,5,2,7,1,6.0,1.0,1,2,50000.0,3,3,1,2,1,0,0,0,0,0,1,3,1994.0,1970.0,1994.0,4.0,1.0,2.0,0.0,6.0,0.0,0.0,1946,3,2,1952,1,1,2,2,2,4,2,3,2,3,3,4,3,2,4,3,3,-8,1,2,100,60,70,70,60.0,50,70,80,80,3,12,8,3,4,5,4
1,11,29,52,2,1,1,7,4.0,1975.0,40000,4,150.0,0,1,0,0,0,0,0,0,0,160,120,3,4,4,5,2.0,4,3,2,5,1,2,2,2,4,3,3,3,4,2,4,4,4,2,2,2,7.0,6.0,2,4,6,6,5,5,0.0,0.0,1,1,50000.0,2,3,1,1,1,0,0,0,0,0,0,3,1981.0,1954.0,1981.0,12.0,4.0,5.0,10000.0,5.0,0.0,0.0,-2,-8,-8,-2,-8,1,-8,2,2,4,2,4,4,4,4,5,4,4,4,2,3,3,2,3,80,80,80,80,75.0,80,80,80,85,3,10,7,2,3,5,4
2,31,87,130,1,1,1,3,4.0,-2.0,7000,1,100.0,0,0,0,1,0,0,0,0,0,155,140,4,4,4,1,1.0,1,1,1,5,1,1,1,5,5,5,5,3,2,4,5,5,5,4,4,1,1.0,2.0,1,4,5,5,5,5,0.0,0.0,1,-1,30000.0,6,3,1,2,1,0,0,0,0,0,0,3,1982.0,1963.0,1982.0,1.0,1.0,1.0,7000.0,3.0,0.0,0.0,1938,1,2,1938,1,1,2,2,2,4,2,5,5,5,5,5,5,3,3,3,4,4,1,4,60,50,60,60,60.0,50,60,60,60,3,11,8,2,4,2,4
2,13,35,65,2,1,-8,3,2.0,-2.0,1000,1,300.0,0,1,1,0,0,0,0,0,0,150,90,1,2,2,1,1.0,1,1,1,5,1,1,1,5,3,5,4,4,3,5,5,5,5,4,5,1,3.0,3.0,1,5,3,1,3,1,0.0,0.0,1,-1,85000.0,2,-8,1,2,1,0,0,0,0,0,2,3,-2.0,1968.0,-2.0,4.0,1.0,1.0,24000.0,1.0,5.0,2.0,-2,-8,1,-2,1,1,2,-8,-8,4,2,5,4,5,5,5,-8,1,-8,1,-8,-8,1,5,70,50,-2,-2,50.0,60,70,70,90,3,12,9,3,4,1,4
1,31,87,130,1,1,1,4,4.0,1976.0,23000,1,30.0,0,1,0,0,0,0,0,0,0,170,135,5,5,5,2,1.0,4,4,4,5,1,3,1,5,2,1,5,3,2,1,4,5,5,4,4,2,2.0,2.0,1,2,4,3,4,3,36.0,2.0,1,1,40000.0,2,2,1,2,1,0,0,0,0,0,0,3,1982.0,1960.0,1982.0,7.0,1.0,2.0,10000.0,1.0,5.0,2.0,-2,1,1,-2,7,1,1,2,2,3,3,4,4,4,4,4,4,4,4,3,3,4,1,4,80,50,50,60,60.0,70,30,60,50,3,14,8,4,3,3,4
1,9,22,44,1,1,1,4,4.0,1978.0,100000,1,300.0,0,1,1,0,0,0,0,0,0,170,140,5,5,5,2,1.0,1,1,1,5,4,3,1,5,5,4,4,4,3,5,5,5,5,2,2,1,2.0,2.0,1,5,5,2,6,3,4.0,1.0,2,2,100000.0,3,3,1,1,1,0,0,0,0,0,3,3,1977.0,1965.0,1977.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,-2,1,2,-2,1,1,2,2,1,4,2,4,5,2,2,5,3,2,5,2,2,2,2,5,100,100,100,100,100.0,100,100,100,100,3,15,7,4,4,5,5
1,13,37,68,2,1,1,6,4.0,1975.0,22800,1,160.0,0,0,1,0,0,0,0,0,0,163,94,2,3,3,2,1.0,3,3,5,5,1,1,1,5,2,2,5,4,5,5,3,3,5,2,4,3,3.0,6.0,1,4,5,2,6,8,0.0,0.0,1,1,52800.0,2,3,1,2,1,0,0,0,0,0,1,3,1981.0,1954.0,1981.0,5.0,1.0,2.0,30000.0,5.0,0.0,0.0,1925,12,1,1926,4,1,1,3,2,4,2,3,2,-8,-8,4,4,4,4,4,-8,-8,4,4,70,50,60,60,60.0,70,70,60,70,3,18,9,5,3,3,3
2,21,62,98,2,1,1,3,2.0,-2.0,-1,1,240.0,0,1,0,0,0,0,0,0,0,159,116,4,4,4,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,1,5,3,5,4,4,2,1.0,1.0,1,4,4,2,5,2,0.0,0.0,1,1,40000.0,2,3,2,1,1,0,0,0,0,0,1,3,1989.0,1969.0,1989.0,3.0,1.0,1.0,40000.0,1.0,3.0,1.0,1946,3,2,-2,-8,1,2,2,2,3,2,3,3,3,3,3,3,3,3,3,-8,-8,1,5,60,60,60,60,60.0,60,60,60,60,3,19,7,5,5,0,4
1,22,66,105,1,1,1,6,2.0,1998.0,0,1,150.0,0,0,0,0,0,0,0,0,1,173,135,3,4,3,1,2.0,1,1,1,5,5,2,1,5,4,4,5,4,4,1,4,5,1,4,4,2,2.0,6.0,1,2,5,5,7,3,14.0,1.0,1,-1,20000.0,4,3,1,2,1,0,0,0,0,0,0,3,2005.0,1983.0,2005.0,4.0,1.0,1.0,20000.0,1.0,1.0,1.0,1952,3,2,1962,3,1,2,3,2,3,2,4,3,3,3,3,-8,3,-8,3,-8,-8,2,4,80,70,80,60,50.0,60,70,80,80,3,11,7,2,5,1,4
1,1,1,3,1,1,1,6,3.0,1991.0,30000,1,49.0,0,0,0,0,0,0,0,0,1,180,150,3,4,4,2,1.0,3,3,2,4,4,2,1,4,4,3,4,4,4,3,3,5,1,3,3,2,6.0,5.0,4,2,3,5,6,5,15.0,1.0,1,1,90000.0,3,2,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941,-8,1,1941,4,1,1,3,2,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,60,70,50,50,70.0,80,80,70,60,3,14,9,4,5,4,4
1,9,22,44,2,1,1,1,5.0,-2.0,0,1,250.0,0,1,1,0,0,0,0,0,0,161,133,4,4,4,2,1.0,1,1,1,3,2,2,1,4,3,4,4,5,2,4,4,4,4,3,2,1,2.0,2.0,1,3,5,5,7,5,0.0,0.0,1,1,30000.0,4,3,1,2,1,0,0,0,0,0,2,3,2005.0,1981.0,2005.0,4.0,1.0,2.0,30000.0,3.0,0.0,0.0,1953,1,2,1953,1,1,2,3,2,4,3,5,5,5,5,5,4,4,5,4,4,3,4,5,70,60,90,90,90.0,90,100,80,80,3,10,7,2,6,1,4
1,12,32,59,2,1,1,3,2.0,-2.0,40800,1,60.0,0,1,1,0,0,0,0,0,0,150,90,3,5,5,5,1.0,5,2,1,5,1,1,1,5,4,1,5,3,4,5,1,5,5,3,4,1,7.0,4.0,1,3,5,4,6,3,0.0,0.0,1,1,120000.0,2,4,1,2,1,0,0,0,0,0,2,3,1960.0,1935.0,1960.0,7.0,4.0,5.0,79200.0,5.0,0.0,0.0,-2,2,2,-2,2,1,15,2,2,4,2,5,5,5,5,5,5,4,-8,5,-8,-8,3,3,80,80,80,80,70.0,90,80,90,70,3,18,8,5,1,5,4
1,19,57,93,2,1,1,4,4.0,1972.0,60000,4,52.0,0,1,0,0,0,0,0,0,0,160,100,5,4,4,5,1.0,4,4,2,5,1,2,1,5,2,2,2,3,3,3,3,5,5,2,4,3,4.0,4.0,1,4,7,5,8,5,25.0,1.0,1,1,100000.0,2,3,1,2,1,0,0,0,0,0,0,3,1988.0,1953.0,1988.0,6.0,1.0,5.0,5000.0,5.0,0.0,0.0,-2,1,1,-2,1,1,1,1,2,4,2,3,4,4,4,5,4,4,4,4,-8,4,3,3,80,80,80,80,80.0,80,80,80,80,3,14,7,4,3,5,5
1,12,32,57,2,1,0,4,4.0,1974.0,31200,1,85.0,0,1,1,0,0,0,0,0,0,148,85,3,-8,4,5,2.0,1,1,1,4,5,1,1,5,1,4,5,3,2,1,2,5,1,2,4,2,2.0,6.0,1,2,3,2,4,2,0.0,0.0,1,1,62400.0,3,2,1,2,1,0,0,0,0,0,0,3,1991.0,1960.0,1991.0,5.0,1.0,5.0,31200.0,1.0,3.0,1.0,1917,-8,1,1914,-8,1,15,2,2,3,3,4,3,3,3,4,4,4,4,4,-8,-8,2,4,60,60,60,60,60.0,60,60,60,60,3,15,7,4,3,4,2
2,22,66,105,2,1,1,3,2.0,-2.0,700,1,135.0,0,0,0,1,0,0,0,0,0,153,76,2,3,3,1,1.0,1,1,1,3,1,1,2,5,5,5,5,4,4,5,5,5,5,4,3,1,3.0,6.0,1,4,5,6,6,4,0.0,0.0,1,2,-2.0,3,2,1,2,1,0,0,0,0,0,1,7,1968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1914,1,2,1920,1,1,2,3,2,-8,2,4,3,4,3,4,3,4,4,4,4,4,2,2,100,80,80,80,80.0,80,80,80,80,3,13,7,3,2,1,4
1,24,70,110,2,1,1,4,4.0,1998.0,36000,2,60.0,0,0,0,0,0,0,0,0,1,158,95,3,4,2,1,3.0,1,2,1,2,5,1,4,5,1,4,4,4,4,2,5,4,1,2,3,2,5.0,4.0,4,2,-8,-8,-8,-8,0.0,0.0,1,2,-2.0,3,-8,1,1,1,0,0,0,0,0,0,3,2007.0,1984.0,2007.0,4.0,1.0,1.0,-2.0,1.0,5.0,1.0,1955,6,5,-2,3,1,2,3,2,4,-8,4,4,4,4,4,4,4,4,4,4,4,3,2,85,20,20,50,0.0,0,10,20,20,3,10,8,2,6,4,3
1,17,48,80,1,1,1,12,4.0,2003.0,60000,4,90.0,0,0,0,0,0,0,0,0,1,170,136,5,5,5,2,1.0,5,5,5,5,5,5,1,4,4,1,5,3,3,2,2,1,2,2,5,5,6.0,3.0,4,4,4,4,5,4,12.0,1.0,1,1,100000.0,3,2,2,1,1,0,0,0,0,0,0,3,2009.0,1980.0,2009.0,12.0,1.0,2.0,40000.0,1.0,3.0,1.0,1958,7,11,1956,6,1,11,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,5,3,80,60,60,40,40.0,80,80,60,60,3,19,7,5,5,5,5
1,27,79,119,1,1,1,4,4.0,1981.0,16800,4,53.0,0,0,0,1,0,0,0,0,0,178,140,2,2,4,2,2.0,4,2,1,5,5,1,2,4,4,1,4,4,4,5,4,5,1,3,3,4,3.0,3.0,1,2,2,1,2,1,30.0,1.0,1,1,54000.0,3,2,1,2,1,0,0,0,0,0,0,3,1987.0,1963.0,1987.0,4.0,1.0,2.0,18000.0,1.0,3.0,1.0,1940,1,1,1941,3,1,1,3,1,2,3,3,3,2,2,5,5,3,4,3,2,3,1,3,80,50,50,40,20.0,20,40,60,60,3,15,7,4,4,3,2
2,18,52,85,1,1,1,3,2.0,-2.0,5000,1,100.0,0,1,1,0,0,0,0,0,0,165,90,5,4,4,1,1.0,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,3,1,1,1.0,1.0,1,4,2,1,2,1,0.0,0.0,1,2,20000.0,4,3,1,2,1,0,0,0,0,0,1,3,-1.0,1952.0,-1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,-8,2,-2,1,1,16,3,1,3,2,5,5,5,5,5,5,5,-8,-8,-8,-8,3,5,60,60,60,60,60.0,60,60,60,60,3,13,7,3,2,2,2
2,2,3,10,2,1,1,3,3.0,-2.0,4000,1,110.0,0,0,1,0,0,0,0,0,0,154,90,2,3,3,1,1.0,1,1,1,4,1,3,1,5,3,5,5,3,2,3,5,5,5,2,3,1,4.0,5.0,1,2,1,1,1,1,0.0,0.0,1,1,10000.0,4,2,2,2,1,0,0,0,0,0,0,3,1988.0,1965.0,1988.0,1.0,1.0,1.0,40000.0,3.0,0.0,0.0,1915,1,2,1925,1,1,2,2,2,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,80,70,60,80,80.0,80,70,70,70,3,10,7,2,4,2,4
1,31,86,129,1,1,1,3,4.0,1966.0,44400,4,58.0,0,1,0,0,0,0,0,0,0,175,180,5,5,5,2,1.0,3,3,4,4,3,1,1,5,4,4,5,4,4,-8,1,5,2,3,4,3,2.0,-8.0,1,3,4,1,4,2,44.0,1.0,1,2,44400.0,2,2,1,2,1,0,0,0,0,0,0,4,1975.0,1953.0,2013.0,4.0,2.0,2.0,22200.0,1.0,4.0,1.0,-2,1,1,-2,1,1,15,-8,1,5,4,5,3,-8,-8,3,3,2,3,2,2,-8,1,4,-3,-3,-3,-3,-3.0,-3,-3,-3,-3,3,15,8,4,3,5,4
1,4,7,16,1,1,1,10,4.0,1982.0,50000,1,69.0,0,1,0,0,0,0,0,0,0,166,120,4,5,5,5,3.0,2,2,2,4,2,1,1,5,3,2,5,4,4,5,1,5,5,2,4,3,2.0,2.0,3,4,6,5,5,5,0.0,0.0,1,2,50000.0,2,4,1,2,1,0,0,0,0,0,0,3,1981.0,1956.0,1981.0,12.0,1.0,5.0,0.0,6.0,0.0,0.0,1924,1,2,1929,1,1,2,2,3,5,2,4,4,4,4,4,4,2,4,4,4,4,1,2,80,70,70,70,60.0,70,70,80,70,3,16,9,4,3,5,5
1,16,44,75,2,1,1,12,4.0,-2.0,80000,1,110.0,0,0,1,0,0,0,0,0,0,163,120,4,3,4,2,2.0,2,1,2,4,3,2,1,5,5,5,5,3,3,5,5,5,4,3,4,2,6.0,5.0,1,2,7,7,5,4,0.0,0.0,1,1,100000.0,2,4,1,2,1,0,0,0,0,0,1,3,1972.0,1948.0,1972.0,7.0,1.0,2.0,20000.0,5.0,0.0,0.0,-2,1,2,-2,1,1,2,2,3,4,2,4,3,-8,-8,4,4,2,4,3,2,1,1,3,70,80,78,86,67.0,85,74,73,85,3,19,7,5,2,5,4
1,6,13,29,1,1,1,4,4.0,1988.0,36000,1,124.0,0,1,0,0,0,0,0,0,0,167,140,4,4,4,1,1.0,3,2,1,4,1,2,1,5,5,3,5,5,4,5,5,5,4,3,2,1,3.0,3.0,1,4,5,4,6,4,23.0,1.0,1,1,50000.0,3,3,1,2,1,0,0,0,0,0,2,3,1990.0,1973.0,1990.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,1,2,-2,1,1,2,2,2,2,2,4,5,4,4,5,5,5,5,5,5,5,3,2,80,78,89,84,85.0,86,82,82,84,3,7,8,1,5,4,4
2,18,52,85,1,1,1,1,5.0,-2.0,0,1,90.0,0,0,0,1,0,0,0,0,0,165,135,4,4,4,1,1.0,1,1,4,5,1,1,1,5,3,5,5,4,4,2,5,5,5,4,4,1,1.0,1.0,2,4,5,4,6,4,0.0,0.0,1,1,9600.0,2,4,2,2,1,0,0,0,0,0,0,3,1958.0,1939.0,1968.0,1.0,1.0,1.0,1500.0,3.0,0.0,0.0,1915,1,2,1935,1,1,2,1,1,4,2,5,4,4,3,5,-8,3,4,5,-8,-8,1,5,80,85,78,75,74.0,80,76,78,80,3,11,7,2,1,1,4
2,29,84,127,1,1,1,4,2.0,1964.0,20000,1,72.0,0,1,0,0,0,0,0,0,0,155,92,1,2,2,1,1.0,2,1,1,5,1,1,1,5,5,5,5,4,4,5,4,5,5,4,4,1,1.0,5.0,1,4,7,4,7,2,0.0,0.0,1,1,25000.0,2,3,1,2,1,0,0,0,0,0,1,3,1981.0,1960.0,1981.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1913,1,2,1917,1,-8,2,2,1,5,2,4,3,3,3,4,4,3,4,4,-8,-8,1,5,90,60,50,90,50.0,90,50,70,95,3,12,7,3,3,3,4
2,17,49,82,2,1,1,3,4.0,-2.0,2160,1,160.0,0,0,0,1,0,0,0,0,0,155,115,4,3,2,1,2.0,1,1,1,5,1,1,1,5,2,5,5,4,5,2,5,5,5,3,5,1,1.0,7.0,1,1,4,1,6,1,0.0,0.0,1,1,4320.0,2,3,1,2,1,0,0,0,0,0,1,3,1967.0,1937.0,1967.0,3.0,1.0,1.0,2160.0,4.0,0.0,0.0,-2,3,2,-2,1,1,2,3,3,-8,4,5,-8,-8,-8,5,-8,3,3,5,5,-8,1,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,9,7,2,2,2,5
2,6,13,29,1,1,1,1,5.0,-2.0,780,1,200.0,0,0,0,1,0,0,0,0,0,158,100,4,4,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,3,2,1,3.0,3.0,1,4,4,2,5,1,0.0,0.0,1,2,1560.0,6,2,1,2,1,0,0,0,0,0,1,3,1968.0,1949.0,1968.0,1.0,1.0,1.0,780.0,4.0,0.0,0.0,-2,1,2,-2,1,1,2,2,2,3,2,4,5,5,5,5,5,4,4,4,4,4,3,4,89,90,87,89,86.0,84,85,82,82,3,11,8,2,2,1,4
1,21,63,99,2,1,1,3,3.0,-2.0,40000,1,40.0,0,0,0,1,0,0,0,0,0,160,120,4,4,4,5,1.0,1,1,2,5,1,1,1,5,5,5,5,4,4,5,1,5,5,2,4,1,6.0,6.0,1,4,5,5,5,5,0.0,0.0,1,1,80000.0,2,3,3,2,1,0,0,0,0,0,1,3,1961.0,1940.0,1961.0,2.0,1.0,2.0,40000.0,5.0,0.0,0.0,1925,2,2,1925,1,1,2,2,2,-8,2,5,4,4,4,4,4,4,-8,-8,-8,-8,3,5,80,80,80,80,-2.0,80,80,80,80,3,16,7,4,1,5,5
2,9,21,43,2,1,1,3,2.0,-2.0,760,1,60.0,0,0,0,1,0,0,0,0,0,155,105,2,3,3,1,1.0,1,1,1,4,1,1,1,5,4,5,5,3,4,5,5,5,5,4,4,1,2.0,6.0,2,4,5,1,5,1,0.0,0.0,1,2,20000.0,4,2,2,2,1,0,0,0,0,0,2,7,1964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,1,2,2,1,2,2,4,3,3,3,3,-8,2,-8,3,4,-8,2,5,80,70,80,80,80.0,80,80,80,70,3,15,7,4,2,1,4
