survey_type,province,city,county,gender,nationality,religion,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_yr,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,birth_s,income_cut,happiness
1,5,11,27,2,1,1,1,5.0,-2.0,30000,1,52.0,0,1,0,0,0,0,0,0,0,160,150,4,5,4,2,1.0,4,2,4,4,2,3,2,5,4,2,5,5,4,4,4,5,5,2,3,2,6.0,6.0,1,4,3,2,4,1,0.0,0.0,1,1,30000.0,2,3,1,2,1,0,0,0,0,0,5,7,1953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,16,-2,1,1,16,2,2,4,2,3,3,3,3,4,3,3,2,2,2,2,2,4,80,50,80,80,80.0,80,80,80,80,3,9,7,2,1,4,4
1,11,30,53,1,1,1,3,4.0,1966.0,0,1,90.0,0,0,0,1,0,0,0,0,0,170,120,5,5,5,1,1.0,1,1,1,3,1,1,1,5,5,5,5,4,4,5,1,5,5,3,4,2,3.0,3.0,2,3,4,2,6,1,0.0,0.0,1,-8,40000.0,3,3,1,2,1,0,0,0,0,0,0,3,1972.0,1955.0,1972.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,-3,1,2,-3,1,1,2,2,1,2,-8,3,3,4,4,5,4,2,4,3,3,3,1,2,80,80,60,80,80.0,60,80,80,80,3,10,7,2,3,1,4
1,1,1,5,2,1,1,6,4.0,1963.0,34800,1,30.0,0,1,0,0,0,0,0,0,0,155,120,3,3,3,2,1.0,4,2,1,5,1,1,3,5,5,1,5,5,1,5,5,5,5,3,3,3,3.0,3.0,1,3,5,5,5,5,0.0,0.0,1,1,-2.0,2,3,1,2,1,0,0,0,0,0,0,3,1966.0,1937.0,1966.0,6.0,1.0,2.0,36000.0,5.0,0.0,0.0,-2,3,-8,-2,2,1,-8,2,2,3,-8,4,-8,-8,-8,4,4,3,5,-8,-8,-8,1,3,70,70,70,70,70.0,70,70,70,70,3,10,9,2,2,4,3
1,7,18,40,1,1,1,3,4.0,1946.0,34800,1,29.0,0,1,0,0,0,0,0,0,0,170,130,2,2,3,2,1.0,2,2,2,4,1,1,1,5,5,5,5,4,5,5,4,5,5,2,4,1,7.0,7.0,-8,4,3,3,3,3,0.0,0.0,1,1,52000.0,2,3,1,2,1,0,0,0,0,0,0,3,1956.0,1936.0,1956.0,3.0,1.0,2.0,18000.0,5.0,0.0,0.0,-2,-8,2,-2,1,1,2,2,2,3,2,3,3,3,3,3,3,3,3,-8,-8,-8,-8,4,60,60,60,60,-2.0,60,-2,-2,-2,3,14,7,4,1,4,5
2,9,22,44,1,1,1,7,4.0,-2.0,30000,1,240.0,0,0,0,1,0,0,0,0,0,165,98,4,3,4,2,1.0,2,2,1,4,1,1,1,5,5,2,5,4,4,5,5,5,5,4,4,2,1.0,5.0,1,5,7,6,7,4,0.0,0.0,1,1,60000.0,4,4,2,2,1,0,0,0,0,0,0,3,-1.0,1948.0,-2.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,1,2,-2,1,1,2,2,2,5,1,5,5,5,5,5,4,3,4,3,-8,-8,3,5,90,80,80,90,80.0,90,80,80,80,3,14,7,4,2,4,5
2,9,23,45,1,1,1,1,5.0,-2.0,10000,1,200.0,0,1,0,0,0,0,0,0,0,170,130,3,5,4,1,1.0,1,1,1,3,1,1,1,5,5,5,5,4,4,5,5,5,5,3,3,1,2.0,5.0,2,4,3,1,5,1,0.0,0.0,1,1,15000.0,1,2,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,1,2,2,2,3,2,5,4,4,4,5,4,3,-8,4,4,3,2,4,98,85,75,70,75.0,80,65,60,50,3,20,7,5,4,2,4
1,6,16,32,1,1,1,4,4.0,1979.0,10000,1,35.0,0,0,0,0,0,0,0,0,1,172,120,3,4,4,2,1.0,3,3,3,4,1,1,1,4,4,2,4,4,3,4,4,4,5,2,3,3,5.0,5.0,1,3,6,6,6,6,30.0,1.0,1,1,10000.0,1,1,0,2,1,0,0,0,0,0,1,6,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-8,8,-3,1,1,2,2,2,3,2,4,4,4,4,4,4,4,3,3,3,3,3,3,60,60,60,60,60.0,60,60,60,69,3,14,8,4,4,2,3
2,6,13,29,2,1,1,3,4.0,1971.0,25000,1,138.0,0,0,1,0,0,0,0,0,0,170,150,4,4,4,1,1.0,1,1,2,4,2,2,1,5,3,1,5,4,4,5,5,4,5,4,3,2,2.0,2.0,1,4,4,3,5,3,0.0,0.0,1,2,-2.0,2,3,1,2,1,0,0,0,0,0,1,3,1981.0,1952.0,1981.0,3.0,1.0,1.0,30000.0,4.0,0.0,0.0,1933,1,2,1935,1,1,2,3,1,4,2,4,3,4,3,5,-8,3,3,3,-8,-8,2,4,90,90,90,90,90.0,90,90,90,90,3,11,8,2,3,4,4
1,1,1,8,1,1,1,9,4.0,1990.0,144000,4,120.0,0,0,0,0,0,0,0,1,0,178,150,5,5,5,2,3.0,5,3,4,4,5,4,3,4,3,4,4,4,3,3,4,5,1,1,2,3,8.0,8.0,2,4,6,4,7,4,29.0,1.0,1,1,1320000.0,1,3,2,1,0,1,0,0,1,1,1,3,1993.0,1966.0,1993.0,10.0,1.0,2.0,240000.0,1.0,8.0,-8.0,1924,3,1,1929,3,1,1,2,2,3,3,5,4,4,3,5,5,5,5,2,2,1,1,3,80,70,50,60,50.0,60,40,60,60,3,14,9,4,4,5,4
2,28,81,123,1,1,1,3,4.0,1958.0,1080,4,100.0,0,1,0,0,0,0,0,0,0,158,95,4,3,3,1,1.0,3,2,1,5,1,1,1,5,3,3,5,3,3,5,2,4,5,2,4,2,4.0,4.0,1,3,4,5,3,1,0.0,0.0,2,2,20000.0,3,3,1,2,1,0,0,0,0,0,0,3,1961.0,1941.0,1961.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1915,3,2,1925,1,1,2,3,1,3,2,4,4,4,4,5,4,4,4,4,4,4,2,4,60,50,70,70,70.0,50,50,70,70,3,12,7,3,2,1,3
2,6,12,28,2,1,1,4,4.0,1986.0,3000,1,140.0,0,0,1,0,0,0,0,0,0,160,105,4,5,4,1,1.0,1,1,1,5,1,1,1,4,2,5,5,3,2,2,5,4,5,3,3,2,2.0,3.0,2,4,5,3,7,3,0.0,0.0,1,1,30000.0,3,3,1,2,1,0,0,0,0,0,1,3,1994.0,1967.0,1994.0,3.0,1.0,1.0,27000.0,1.0,3.0,1.0,-2,1,2,-2,1,1,2,2,2,4,3,3,4,3,2,4,3,2,2,1,2,4,1,4,80,70,80,70,70.0,60,50,60,70,3,18,7,5,5,2,4
1,1,1,1,1,1,1,11,4.0,1960.0,33000,1,80.0,0,0,0,1,0,0,0,0,0,170,130,4,4,4,2,3.0,5,3,3,5,1,1,1,5,3,1,5,4,4,5,1,5,5,3,4,2,6.0,2.0,2,4,4,5,4,4,0.0,0.0,1,1,60000.0,2,2,1,2,1,0,0,0,0,0,1,3,1962.0,1937.0,1962.0,3.0,1.0,2.0,27000.0,5.0,0.0,0.0,-2,3,2,-2,1,1,2,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,2,70,70,70,70,70.0,70,70,70,70,4,16,10,4,1,4,4
1,16,44,75,1,1,1,4,4.0,1987.0,50000,1,80.0,0,0,0,0,0,0,0,0,1,165,140,4,5,3,1,2.0,3,2,1,5,3,3,1,4,3,3,4,3,3,1,1,1,1,4,4,1,1.0,1.0,2,4,4,5,5,3,27.0,2.0,1,2,50000.0,3,2,1,2,1,0,0,0,0,0,0,3,1998.0,1971.0,1998.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0,1927,4,2,1937,3,1,2,2,1,4,2,4,4,4,4,4,4,2,2,2,3,4,1,4,90,80,60,90,90.0,90,90,80,80,3,17,7,4,5,5,4
1,13,37,68,2,1,1,10,4.0,2005.0,26000,1,30.0,0,0,0,0,0,0,0,0,1,156,110,4,5,4,1,2.0,2,2,1,4,5,1,2,4,1,3,5,4,4,2,5,5,1,2,2,2,5.0,5.0,2,4,4,3,5,4,10.0,1.0,1,2,60000.0,3,2,1,2,1,0,0,0,0,0,0,3,2005.0,1977.0,2005.0,10.0,1.0,1.0,34000.0,1.0,3.0,1.0,-2,3,2,-2,3,1,2,3,2,4,3,3,3,3,3,4,3,2,3,3,3,4,1,1,80,60,40,50,40.0,40,50,60,60,3,11,9,2,6,4,3
1,12,34,63,1,1,1,4,4.0,2000.0,48000,1,70.0,0,0,0,0,0,0,0,0,1,175,150,4,5,4,1,3.0,2,2,1,4,4,1,2,4,3,4,5,4,4,4,3,5,2,3,3,2,1.0,5.0,3,2,5,4,6,4,9.0,1.0,1,1,50000.0,4,2,-3,2,1,0,0,0,0,0,2,3,2005.0,1982.0,2005.0,4.0,1.0,1.0,2000.0,1.0,5.0,2.0,-3,-8,-8,-3,-8,1,2,3,2,3,2,4,3,5,5,5,4,4,3,2,-8,-8,1,5,50,50,50,50,70.0,70,75,80,75,3,15,8,4,6,5,4
1,12,33,62,1,1,1,3,4.0,-2.0,13000,1,100.0,0,1,0,0,0,0,0,0,0,167,140,3,4,3,1,1.0,1,1,1,3,1,1,2,5,5,5,5,5,5,5,4,5,5,3,4,1,2.0,7.0,1,2,5,3,5,2,10.0,2.0,1,2,13000.0,6,2,1,2,1,0,0,0,0,0,1,3,1994.0,1970.0,1994.0,4.0,1.0,1.0,-2.0,1.0,3.0,1.0,1936,3,2,-2,-8,1,16,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,2,4,50,50,40,40,30.0,50,50,-2,-2,3,15,8,4,5,3,3
2,29,83,126,2,1,1,3,4.0,-2.0,800,1,90.0,0,0,1,0,0,0,0,0,0,162,120,2,4,5,1,1.0,1,1,1,4,1,1,1,5,2,5,5,4,4,5,5,5,5,3,3,2,2.0,3.0,1,4,5,4,5,3,0.0,0.0,1,1,30000.0,2,3,2,2,1,0,0,0,0,0,1,3,1985.0,1965.0,1985.0,4.0,1.0,1.0,5000.0,1.0,3.0,1.0,-2,1,2,-2,1,1,2,2,2,4,-8,4,4,4,4,5,4,4,4,4,3,3,1,5,85,90,100,85,95.0,85,95,85,100,3,11,7,2,4,1,4
1,12,32,59,2,1,1,1,5.0,-2.0,20000,1,35.0,0,1,0,0,0,0,0,0,0,157,115,3,4,4,5,1.0,2,2,3,4,2,2,1,4,2,3,4,4,4,3,2,4,4,2,4,2,6.0,5.0,2,3,6,4,7,5,0.0,0.0,1,1,40000.0,1,3,1,2,1,0,0,0,0,0,1,7,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,-2,1,1,1,2,2,3,2,3,3,-8,-8,4,4,3,3,3,3,3,2,2,70,60,70,60,50.0,60,50,70,70,3,14,8,4,1,3,4
2,22,65,103,2,8,1,3,2.0,-2.0,1000,1,90.0,0,1,0,0,0,0,0,0,0,160,90,2,2,4,1,1.0,1,1,1,2,1,1,2,5,5,5,5,5,5,5,5,5,5,2,2,1,3.0,3.0,1,4,2,1,2,1,0.0,0.0,1,1,2000.0,2,2,1,2,1,0,0,0,0,0,2,3,1966.0,1949.0,1966.0,1.0,1.0,1.0,1000.0,4.0,0.0,0.0,1921,1,2,1927,1,1,2,3,2,4,2,4,4,4,4,5,3,3,3,2,2,2,1,3,90,90,90,80,80.0,90,95,70,70,3,14,7,4,2,1,4
2,21,62,98,2,1,1,3,4.0,1976.0,0,1,100.0,0,0,0,0,0,0,0,0,1,150,130,5,5,4,1,1.0,1,1,1,3,1,1,1,5,1,5,5,2,2,2,5,5,5,5,4,1,1.0,1.0,1,1,1,1,-8,5,0.0,0.0,1,-1,20000.0,4,2,1,2,1,0,0,0,0,0,1,3,1983.0,1957.0,1983.0,6.0,1.0,2.0,20000.0,5.0,0.0,0.0,1920,1,2,1933,1,1,2,3,1,-8,-8,3,3,2,2,2,2,2,2,2,2,2,1,5,50,90,60,99,-2.0,-3,-3,60,60,3,16,7,4,4,1,2
1,21,64,100,2,1,1,3,2.0,-2.0,50000,1,60.0,0,1,0,0,0,0,0,0,0,160,100,2,1,4,2,2.0,1,1,1,5,1,1,1,5,5,5,5,3,5,5,5,2,5,2,4,1,1.0,7.0,1,4,3,6,1,2,0.0,0.0,2,2,30000.0,1,1,1,2,1,0,0,0,0,0,0,7,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,1,2,3,1,5,3,5,5,-8,-8,5,5,5,-8,-8,-8,-8,4,5,60,50,50,50,55.0,60,50,55,50,3,17,7,4,2,5,5
1,12,32,57,1,1,0,4,4.0,1987.0,35000,1,98.0,0,1,1,0,0,0,0,0,0,167,167,4,5,5,4,3.0,2,2,4,5,2,3,1,5,2,2,5,3,3,3,2,5,3,2,4,2,3.0,4.0,6,2,4,4,6,7,27.0,1.0,1,1,40000.0,3,2,1,2,1,0,0,0,0,0,0,3,1994.0,1970.0,1994.0,5.0,1.0,4.0,4500.0,1.0,5.0,2.0,1927,1,3,1934,1,1,3,2,2,4,4,4,4,5,5,5,5,3,4,3,2,4,1,3,60,50,80,80,70.0,70,50,80,60,3,16,7,4,4,4,3
1,15,43,74,1,1,0,12,4.0,1989.0,200000,1,147.0,0,0,0,0,1,0,0,0,0,180,180,4,4,4,5,2.0,3,3,3,3,5,3,2,4,3,2,3,3,2,2,2,5,1,3,4,4,6.0,2.0,1,4,7,5,9,5,26.0,1.0,1,1,300000.0,4,4,3,1,1,0,0,0,0,0,3,4,1995.0,1979.0,2003.0,12.0,1.0,5.0,0.0,1.0,3.0,1.0,1938,3,1,1940,3,1,1,2,2,4,2,-8,-8,-8,-8,4,4,3,5,4,4,4,2,3,60,60,60,60,60.0,60,60,60,60,3,10,7,2,4,5,5
2,29,84,127,1,1,1,3,2.0,-2.0,10000,1,30.0,0,1,0,0,0,0,0,0,0,165,105,3,3,3,1,1.0,1,1,5,5,1,1,1,5,5,5,5,4,5,5,5,5,5,4,1,1,2.0,7.0,3,2,2,3,1,1,0.0,0.0,1,1,10000.0,1,4,1,2,1,0,0,0,0,0,1,7,1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,1926,1,1,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,5,50,70,50,80,80.0,80,30,0,0,3,6,7,1,3,2,4
2,13,35,65,2,6,1,3,4.0,-2.0,730,1,220.0,0,0,0,1,0,0,0,0,0,150,76,2,2,3,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,3,-8,1,2.0,3.0,1,3,3,2,3,1,0.0,0.0,1,1,-2.0,3,2,1,2,1,0,0,0,0,0,1,7,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,3,2,-2,1,1,2,3,1,3,-8,4,4,4,4,5,-8,-8,-8,-8,-8,-8,3,4,60,60,60,-2,-2.0,60,60,-2,-3,3,17,9,4,1,1,2
2,18,51,84,1,1,1,1,5.0,-2.0,500,1,120.0,0,1,1,0,0,0,0,0,0,167,140,2,2,4,1,1.0,1,1,1,4,1,2,1,5,4,5,5,4,3,5,3,5,5,3,4,1,5.0,5.0,1,4,4,3,6,2,0.0,0.0,1,1,1000.0,3,2,1,2,1,0,0,0,0,0,0,3,1971.0,1951.0,1971.0,1.0,1.0,1.0,500.0,4.0,0.0,0.0,1924,1,2,1921,1,1,2,2,3,3,2,5,4,5,5,5,3,3,3,4,4,4,3,4,90,90,80,80,80.0,90,95,70,70,3,10,7,2,2,1,4
1,10,27,49,2,1,1,4,4.0,1975.0,12000,1,40.0,0,0,0,0,0,0,0,0,1,165,136,3,4,3,2,1.0,2,2,1,5,1,1,1,5,3,4,4,4,4,2,5,5,5,2,4,3,7.0,5.0,1,3,5,5,6,2,20.0,-8.0,1,1,72000.0,2,3,0,2,1,0,0,0,0,0,0,3,1980.0,1955.0,1980.0,7.0,1.0,2.0,60000.0,5.0,0.0,0.0,-2,1,2,1939,2,1,2,2,2,4,3,5,4,-8,-8,4,4,4,5,4,3,3,2,2,70,60,60,60,60.0,70,50,70,70,3,16,7,4,3,3,5
2,31,86,129,2,1,1,3,2.0,-2.0,0,1,90.0,0,0,1,0,0,0,0,0,0,152,110,2,2,4,1,1.0,1,1,1,3,1,1,2,4,4,5,5,3,4,5,5,4,5,3,5,1,2.0,2.0,1,4,5,4,5,1,0.0,0.0,1,1,15000.0,1,3,1,2,1,0,0,0,0,0,0,3,1974.0,1953.0,1974.0,3.0,1.0,1.0,15000.0,1.0,3.0,1.0,-2,1,2,-2,1,1,2,2,1,-8,-8,5,4,4,4,5,-8,-8,-8,5,-8,-8,2,5,-2,-2,-2,-2,-2.0,-2,90,-2,-2,3,18,8,5,3,1,5
1,24,71,111,1,1,1,6,4.0,1984.0,36000,1,85.0,0,1,1,0,0,0,0,0,0,167,130,4,4,4,5,1.0,3,2,1,4,2,1,1,5,3,3,4,4,4,5,5,5,3,2,3,2,3.0,3.0,1,3,5,4,6,3,25.0,1.0,1,1,60000.0,2,3,1,2,1,0,0,0,0,0,0,3,1992.0,1972.0,1992.0,3.0,1.0,1.0,18000.0,1.0,3.0,1.0,1938,12,1,1954,6,1,3,2,2,4,2,4,3,-8,-8,5,5,3,3,3,4,3,1,3,60,60,60,50,50.0,60,60,50,70,3,16,8,4,4,4,4
1,1,1,3,2,1,1,4,4.0,-2.0,35000,1,51.0,0,0,0,1,0,0,0,0,0,160,90,2,2,2,2,1.0,4,3,2,4,1,1,1,5,4,1,4,4,4,4,4,4,5,4,3,1,2.0,4.0,1,2,6,5,7,6,0.0,0.0,1,1,80000.0,2,3,1,2,0,1,0,0,0,0,2,5,1968.0,1947.0,1968.0,4.0,1.0,2.0,45000.0,5.0,0.0,0.0,1909,6,1,1926,6,4,1,2,1,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,70,65,60,70,70.0,70,70,70,70,3,8,9,2,2,4,3
2,18,52,86,1,1,1,6,1.0,2013.0,0,1,220.0,0,0,0,0,1,0,0,0,0,175,130,5,5,5,1,1.0,3,3,2,3,2,2,3,5,4,1,5,4,3,3,1,5,4,2,2,4,5.0,4.0,1,4,5,3,6,3,0.0,0.0,1,2,20000.0,4,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,3,5,1972,3,1,4,2,2,5,3,4,4,4,4,5,3,3,4,4,4,3,3,4,80,80,80,80,50.0,80,80,80,80,3,15,7,4,7,1,5
2,18,53,87,1,1,1,11,4.0,2006.0,0,1,180.0,0,1,0,0,0,0,0,0,0,180,176,5,5,5,1,1.0,3,3,2,5,4,4,2,3,3,4,2,4,4,3,4,5,1,5,4,2,2.0,1.0,3,4,5,4,7,4,0.0,0.0,1,1,50000.0,6,4,2,2,1,0,0,0,0,0,1,3,2007.0,1985.0,2007.0,4.0,1.0,1.0,20000.0,3.0,0.0,0.0,1961,8,2,1962,3,1,2,2,1,4,2,5,4,4,4,5,3,3,4,3,3,3,1,5,60,60,60,70,70.0,70,70,60,60,3,11,7,2,6,1,4
1,31,87,130,1,1,1,6,4.0,1980.0,36000,1,70.0,0,0,1,0,0,0,0,0,0,180,140,3,3,3,2,1.0,5,1,2,5,2,1,1,5,4,1,5,4,4,5,2,5,5,1,3,1,8.0,8.0,1,2,5,5,7,3,25.0,1.0,1,1,60000.0,3,3,1,2,1,0,0,0,0,0,0,3,1985.0,1965.0,1985.0,4.0,1.0,2.0,24000.0,5.0,0.0,0.0,1921,2,5,-2,1,1,1,2,2,4,3,4,3,-8,-8,4,4,2,3,3,3,3,1,2,80,60,40,80,80.0,46,50,60,80,3,10,8,2,3,4,3
1,21,64,102,1,1,1,9,4.0,2001.0,25000,1,250.0,0,0,0,0,0,0,0,1,0,170,110,5,5,3,5,1.0,2,2,2,3,5,4,4,5,4,3,5,4,4,1,1,4,1,2,4,5,5.0,4.0,3,4,5,5,5,5,14.0,1.0,2,2,80400.0,7,3,1,2,1,0,0,0,0,0,0,3,2007.0,1984.0,2007.0,12.0,1.0,4.0,22000.0,1.0,3.0,1.0,1956,6,1,1957,4,1,1,2,2,4,2,4,2,2,1,4,4,2,4,2,2,-8,1,4,50,50,90,80,50.0,50,60,60,60,3,17,7,4,6,4,4
1,26,75,115,1,1,1,3,2.0,-2.0,90000,1,30.0,0,0,0,0,0,0,0,0,1,160,120,5,5,3,1,4.0,2,1,2,4,2,1,1,5,2,4,5,4,4,2,5,2,2,2,2,2,4.0,6.0,6,2,6,3,7,3,19.0,1.0,1,2,90000.0,4,3,1,2,1,0,0,0,0,0,1,3,2005.0,1989.0,1989.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0,1945,4,2,1946,1,1,2,2,2,3,-8,3,1,3,3,3,3,3,3,2,3,-8,1,3,50,50,-2,50,50.0,50,80,70,50,3,11,8,2,5,5,3
2,28,81,122,1,1,1,1,5.0,-2.0,1080,1,50.0,0,0,0,1,0,0,0,0,0,155,95,1,3,3,1,1.0,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,2,4,1,2.0,2.0,1,2,1,1,1,2,0.0,0.0,1,2,1080.0,1,1,0,2,1,0,0,0,0,0,1,7,1953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913,1,2,1913,1,1,2,3,3,3,-8,5,4,5,5,4,4,3,3,3,3,3,3,4,80,80,50,60,60.0,50,50,85,70,3,11,8,2,1,1,1
1,4,7,21,1,1,1,11,4.0,2014.0,50000,4,33.0,0,0,0,0,0,0,0,0,1,178,160,5,5,5,4,1.0,4,2,4,3,4,4,3,4,4,2,5,4,2,2,1,5,1,4,4,4,3.0,2.0,6,3,5,5,7,4,13.0,1.0,1,1,80000.0,3,3,0,1,1,0,0,0,0,0,1,3,2010.0,1984.0,2010.0,12.0,4.0,5.0,30000.0,1.0,3.0,1.0,1955,6,2,1958,6,1,2,2,2,3,2,5,4,5,4,5,4,3,4,4,3,4,3,5,90,75,65,80,90.0,75,85,85,75,3,19,9,5,6,5,5
2,18,52,86,1,1,1,1,5.0,-2.0,1000,1,60.0,0,1,0,0,0,0,0,0,0,170,120,4,4,4,1,1.0,1,1,1,4,1,1,1,5,3,5,5,4,3,5,5,5,5,4,1,1,1.0,1.0,1,4,4,4,5,3,0.0,0.0,1,1,2000.0,1,3,1,2,1,0,0,0,0,0,0,3,-2.0,1945.0,-2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,-2,1,2,-2,1,1,5,2,2,4,2,4,4,3,4,4,4,2,4,4,4,2,1,5,60,70,60,60,60.0,60,70,60,60,3,14,7,4,2,1,4
1,8,19,41,2,4,0,4,4.0,2000.0,550,1,50.0,0,0,0,0,0,0,0,0,1,165,160,1,1,2,1,1.0,2,2,1,2,1,1,4,5,3,5,5,4,4,4,4,4,5,2,4,1,5.0,6.0,2,1,1,1,5,6,0.0,0.0,1,1,4000.0,4,1,0,2,1,0,0,0,0,0,0,3,2006.0,1974.0,2006.0,-8.0,1.0,2.0,4000.0,1.0,5.0,1.0,1950,1,2,1952,1,1,5,3,3,4,4,1,2,1,1,1,2,1,1,2,1,3,1,3,30,20,0,10,0.0,0,0,20,10,3,10,8,2,6,1,1
1,22,66,106,1,1,1,12,4.0,2014.0,50000,1,120.0,0,1,0,0,0,0,0,0,0,158,120,5,4,5,2,2.0,3,3,2,4,4,2,1,3,3,3,4,4,3,5,4,5,1,4,4,4,2.0,2.0,2,2,6,5,7,5,10.0,1.0,1,1,50000.0,4,4,1,2,1,0,0,0,0,0,0,3,2005.0,1981.0,2005.0,6.0,1.0,1.0,30000.0,1.0,3.0,1.0,-2,4,3,-2,4,1,3,2,1,4,2,2,3,3,3,3,3,2,2,2,2,2,2,2,80,80,80,80,80.0,90,80,80,80,3,12,7,3,5,5,4
2,22,66,105,1,1,1,3,2.0,-2.0,3000,1,140.0,0,1,1,0,0,0,0,0,0,178,140,4,4,4,1,1.0,1,1,1,5,1,1,2,5,5,5,5,4,1,5,3,5,5,5,5,2,1.0,1.0,1,2,3,8,-8,5,0.0,0.0,1,1,7000.0,2,2,1,2,1,0,0,0,0,0,1,3,1974.0,1943.0,1974.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,-2,1,2,-2,1,1,2,3,3,5,2,4,4,4,4,3,4,3,3,3,-8,-8,3,5,70,45,60,45,60.0,60,65,70,60,3,10,7,2,2,2,5
2,22,66,106,1,1,1,4,4.0,1961.0,30000,1,240.0,0,1,0,0,0,0,0,0,0,160,120,4,4,4,1,1.0,1,1,2,4,1,1,1,5,5,5,5,4,2,5,5,4,5,4,3,1,1.0,1.0,1,4,5,4,-8,4,0.0,0.0,1,1,30000.0,2,3,1,2,1,0,0,0,0,0,2,3,1967.0,1948.0,1967.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1915,1,2,1919,1,1,2,2,1,4,2,4,4,4,4,5,3,3,3,3,4,4,2,5,80,50,60,70,60.0,70,60,70,70,3,18,7,5,2,4,4
1,10,27,50,1,1,1,4,4.0,-2.0,0,1,120.0,0,1,0,0,0,0,0,0,0,170,130,1,1,2,1,1.0,2,1,2,4,1,1,1,5,5,3,5,5,5,5,5,5,5,1,4,1,8.0,8.0,1,2,4,3,5,2,0.0,0.0,1,2,35000.0,5,2,1,2,1,0,0,0,0,0,1,4,1974.0,1961.0,1997.0,6.0,2.0,1.0,0.0,5.0,0.0,0.0,-2,3,2,-2,1,1,2,3,2,4,2,5,5,5,5,5,-8,4,5,-8,-8,-8,4,4,60,50,70,70,40.0,60,60,70,70,3,17,7,4,3,1,2
2,18,53,87,1,1,1,4,4.0,1963.0,50000,1,145.0,0,0,0,1,0,0,0,0,0,167,100,4,4,5,1,1.0,1,1,2,4,1,1,1,5,5,5,5,4,4,5,5,5,5,2,2,1,5.0,5.0,2,2,5,4,6,3,0.0,0.0,1,1,55000.0,-3,2,1,2,1,0,0,0,0,0,2,3,1970.0,1948.0,1970.0,1.0,1.0,1.0,700.0,3.0,0.0,0.0,1927,1,2,1929,1,1,2,2,1,4,2,4,3,4,4,3,3,4,4,3,4,3,2,4,60,50,60,70,50.0,60,80,60,20,3,12,7,3,2,5,2
